data,hora,temperatura,umidade,luminosidade
2026-08-25,04:00,23.6,79.9,17
2026-08-25,05:00,25.2,78.9,13
2026-08-25,06:00,26.1,78.7,22
2026-08-25,07:00,26.0,73.8,269
2026-08-25,08:00,27.0,73.6,488
2026-08-25,09:00,29.6,68.2,647
2026-08-25,10:00,30.0,67.6,814
2026-08-25,11:00,31.4,61.7,878
2026-08-25,12:00,33.0,57.0,948
2026-08-25,13:00,32.7,58.9,898
2026-08-25,14:00,33.5,54.9,826
2026-08-25,15:00,33.3,54.5,687
2026-08-25,16:00,33.2,60.2,475
2026-08-25,17:00,33.9,56.1,286
2026-08-25,18:00,32.5,61.4,50
2026-08-25,19:00,32.0,62.2,16
2026-08-25,20:00,30.3,65.8,5
2026-08-25,21:00,29.5,69.6,2
2026-08-25,22:00,27.4,74.5,7
2026-08-25,23:00,26.0,79.1,24
2026-08-26,00:00,25.7,75.1,23
2026-08-26,01:00,24.6,77.4,7
2026-08-26,02:00,24.3,83.4,22
2026-08-26,03:00,24.2,82.3,5
2026-08-26,04:00,24.0,79.9,22
2026-08-26,05:00,24.8,78.2,18
2026-08-26,06:00,25.5,79.3,6
2026-08-26,07:00,26.6,74.8,269
2026-08-26,08:00,28.1,68.5,457
2026-08-26,09:00,29.7,69.7,647
2026-08-26,10:00,30.1,67.3,835
2026-08-26,11:00,30.8,62.2,877
2026-08-26,12:00,31.9,59.8,910
2026-08-26,13:00,32.7,61.2,921
2026-08-26,14:00,33.5,58.9,812
2026-08-26,15:00,33.7,58.4,678
2026-08-26,16:00,33.5,58.5,507
2026-08-26,17:00,32.7,59.1,279
2026-08-26,18:00,32.1,62.9,49
2026-08-26,19:00,31.1,60.3,24
2026-08-26,20:00,29.8,63.7,23
2026-08-26,21:00,29.3,65.7,16
2026-08-26,22:00,27.4,72.4,13
2026-08-26,23:00,26.9,73.9,16
2026-08-27,00:00,25.8,75.5,11
2026-08-27,01:00,25.2,76.9,23
2026-08-27,02:00,24.0,80.1,22
2026-08-27,03:00,24.5,80.7,14
2026-08-27,04:00,24.7,79.3,2
2026-08-27,05:00,24.7,79.0,10
2026-08-27,06:00,25.3,76.1,1
2026-08-27,07:00,26.0,74.3,245
2026-08-27,08:00,27.9,71.4,486
2026-08-27,09:00,29.8,69.2,670
2026-08-27,10:00,29.7,64.9,835
2026-08-27,11:00,32.1,63.2,885
2026-08-27,12:00,32.9,58.8,930
2026-08-27,13:00,33.6,59.4,899
2026-08-27,14:00,34.0,58.1,800
2026-08-27,15:00,34.2,57.4,682
2026-08-27,16:00,34.5,52.1,466
2026-08-27,17:00,34.0,54.7,247
2026-08-27,18:00,32.8,55.9,44
2026-08-27,19:00,32.1,60.1,24
2026-08-27,20:00,30.5,65.4,2
2026-08-27,21:00,29.6,66.0,22
2026-08-27,22:00,27.5,71.0,4
2026-08-27,23:00,26.2,73.2,10
2026-08-28,00:00,25.9,75.8,13
2026-08-28,01:00,24.7,80.4,13
2026-08-28,02:00,23.8,79.5,16
2026-08-28,03:00,23.8,81.0,11
2026-08-28,04:00,24.8,78.1,8
2026-08-28,05:00,24.4,83.1,1
2026-08-28,06:00,25.7,79.9,17
2026-08-28,07:00,26.1,78.0,250
2026-08-28,08:00,27.7,70.3,465
2026-08-28,09:00,29.8,66.1,675
2026-08-28,10:00,31.1,62.9,816
2026-08-28,11:00,32.2,62.3,897
2026-08-28,12:00,32.7,60.2,958
2026-08-28,13:00,33.4,59.9,920
2026-08-28,14:00,34.7,52.1,808
2026-08-28,15:00,34.1,56.3,690
2026-08-28,16:00,34.3,52.8,459
2026-08-28,17:00,33.2,58.7,242
2026-08-28,18:00,32.4,58.8,35
2026-08-28,19:00,31.1,63.7,11
2026-08-28,20:00,30.3,63.3,6
2026-08-28,21:00,29.8,68.4,8
2026-08-28,22:00,27.7,71.9,19
2026-08-28,23:00,27.1,74.7,11
2026-08-29,00:00,25.1,79.6,20
2026-08-29,01:00,25.2,78.4,15
2026-08-29,02:00,24.1,82.5,2
2026-08-29,03:00,23.9,80.2,11
2026-08-29,04:00,23.8,80.7,2
2026-08-29,05:00,24.7,79.6,21
2026-08-29,06:00,25.3,80.3,54
2026-08-29,07:00,27.3,74.1,248
2026-08-29,08:00,28.5,72.4,481
2026-08-29,09:00,28.8,70.8,655
2026-08-29,10:00,30.2,67.6,788
2026-08-29,11:00,32.0,60.4,873
2026-08-29,12:00,32.5,58.7,906
2026-08-29,13:00,33.5,57.3,877
2026-08-29,14:00,33.8,57.9,801
2026-08-29,15:00,34.9,50.5,660
2026-08-29,16:00,34.0,56.2,505
2026-08-29,17:00,33.5,56.1,247
2026-08-29,18:00,32.3,57.6,39
2026-08-29,19:00,32.2,59.2,17
2026-08-29,20:00,30.9,62.1,8
2026-08-29,21:00,29.8,65.9,6
2026-08-29,22:00,28.2,73.2,8
2026-08-29,23:00,27.4,72.9,2
